#size	logVmax	freq	
12	0	0	
13	0	0	
14	1.06	0.04	
15	0.57	0.01	
16	3.13	0.04	
17	2.13	0.11	
18	2.55	0.06	
19	1.59	0.21	
20	4.72	0.5	
21	1.91	0.24	
22	3.8	0.5	
23	2.05	0.45	
24	1.91	0.36	
25	2.92	0.33	
26	3.83	0.1	
27	2.58	0.33	
28	9.15	0.33	
29	7.46	0.33	
30	4.85	0.33	
31	3.87	0.33	
32	2.17	0.46	
33	1.39	0.02	
34	0.67	0.05	
