13	9	1.0
13	8	0.0
13	7	0.0
15	9	1.0
15	8	0.0
15	7	0.0
16	5	1.0
16	4	0.0
16	3	0.0
18	7	0.8
18	6	0.0
18	5	0.2
19	5	0.38461538461538464
19	4	0.15384615384615385
19	3	0.46153846153846156
20	6	0.4
20	5	0.12
20	4	0.48
21	5	0.3953488372093023
21	4	0.4186046511627907
21	3	0.18604651162790697
22	6	0.5373134328358209
22	5	0.22388059701492538
22	4	0.23880597014925373
23	7	0.6142857142857143
23	6	0.2571428571428571
23	5	0.12857142857142856
24	9	0.39416058394160586
24	8	0.38686131386861317
24	7	0.21897810218978103
25	9	0.6717557251908397
25	8	0.1450381679389313
25	7	0.183206106870229
26	10	0.6038961038961039
26	9	0.3116883116883117
26	8	0.08441558441558442
27	11	0.65625
27	10	0.19270833333333334
27	9	0.15104166666666666
28	12	0.8031674208144797
28	11	0.13122171945701358
28	10	0.06561085972850679
29	13	0.5942350332594235
29	12	0.37915742793791574
29	11	0.026607538802660754
30	13	0.7628205128205128
30	12	0.1858974358974359
30	11	0.05128205128205128
31	14	0.43902439024390244
31	13	0.43902439024390244
31	12	0.12195121951219512
32	14	0.8
32	13	0.2
32	12	0.0
