18	7	1.0
18	6	0.0
18	5	0.0
19	3	1.0
19	2	0.0
19	1	0.0
20	4	0.5
20	3	0.5
20	2	0.0
21	4	0.7727272727272727
21	3	0.18181818181818182
21	2	0.045454545454545456
22	6	0.5344827586206896
22	5	0.3103448275862069
22	4	0.15517241379310345
23	7	0.6829268292682927
23	6	0.25609756097560976
23	5	0.06097560975609756
24	8	0.5471698113207547
24	7	0.33962264150943394
24	6	0.11320754716981132
25	9	0.7348484848484849
25	8	0.1590909090909091
25	7	0.10606060606060606
26	10	0.5299145299145299
26	9	0.41025641025641024
26	8	0.05982905982905983
27	11	0.6766917293233082
27	10	0.21804511278195488
27	9	0.10526315789473684
28	12	0.8814432989690721
28	11	0.08762886597938144
28	10	0.030927835051546393
29	13	0.6118012422360248
29	12	0.37732919254658387
29	11	0.010869565217391304
30	13	0.7376425855513308
30	12	0.22433460076045628
30	11	0.03802281368821293
31	14	0.44776119402985076
31	13	0.43283582089552236
31	12	0.11940298507462686
32	14	0.7142857142857143
32	13	0.2857142857142857
32	12	0.0
