#size	logVmax	freq	
13	0	0	
14	0	0	
15	0	0	
16	0.57	0.01	
17	1.34	0.04	
18	1.63	0.24	
19	2.17	0.33	
20	1.44	0.05	
21	1.5	0.03	
22	3.95	0.33	
23	2.99	0.34	
24	1.95	0.07	
25	5.71	0.33	
26	4.73	0.33	
27	2.97	0.33	
28	9.52	0.33	
29	6.85	0.33	
30	4.28	0.33	
31	4.22	0.33	
32	1.89	0.43	
33	0.77	0.01	
34	0.67	0.05	
